ccvm,name,cnpj,type,situation
16683,CIA PAULISTA DE ADM DE ATIVOS,01.596.401/0001-19,CIAS ABERTAS,Cancelado em 04/11/1999
3832,CIA PAULISTA DE LAMINACAO,57.484.495/0001-99,CIAS ABERTAS,Cancelado em 27/04/1988
3794,CIA PAULISTA ENERGIA ELETRICA,61.015.582/0001-74,CIAS ABERTAS,Cancelado em 16/03/2001
3816,CIA PAULISTA FERTILIZANTES,61.087.912/0001-37,CIAS ABERTAS,Cancelado em 09/01/2007
501956,CIA PERNAMB DE BORR SINTETICA,09.928.771/0001-18,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/06/1996
518875,CIA PERNAMBUCANA DE HOTEIS E TURISMO,09.768.292/0001-81,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/04/2009
3107,CIA PESQS RECURSOS MINERAIS,00.091.652/0001-89,CIAS ABERTAS,Cancelado em 24/07/1997
506931,CIA PESQUEIRA SAO RAIMUNDO,07.621.931/0001-56,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 10/09/2007
18899,CIA PETROLIFERA MARLIM,02.854.397/0001-04,CIAS ABERTAS,Cancelado em 17/08/2009
503509,CIA PIAUIENSE AGROINDL,06.731.046/0001-67,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
19275,CIA PIRATININGA DE FORÇA E LUZ,04.172.213/0001-51,CIAS ABERTAS,Concedido em 18/04/2002
3867,CIA PNEUS TROPICAL,15.213.374/0001-62,CIAS ABERTAS,Cancelado em 25/09/1991
517518,CIA PORTUARIA VILA VELHA,39.826.482/0001-79,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
519057,CIA PRODS AGROPECUARIOS-COPA,10.648.749/0001-01,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/01/2011
508411,CIA PRODUTORA DE ALGODÃO E SUINOS - COPAS,07.648.637/0001-38,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
500780,CIA PRODUTORA DE SUINOS,11.675.808/0001-95,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
2631,CIA PRODUTORES ARMS GERAIS,58.143.967/0001-02,CIAS ABERTAS,Cancelado em 15/04/1994
517704,CIA PRODUTOS CONFIANÇA,10.777.480/0001-55,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
3875,CIA PROGRESSO INDUSTRIAL BRASIL FABRICA BANGU,33.000.035/0001-80,CIAS ABERTAS,Cancelado em 04/01/2010
19429,CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB,04.200.649/0001-07,CIAS ABERTAS,Concedido em 21/08/2003
506427,CIA QUIM DO RECONCAVO,15.111.198/0001-58,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 11/08/2000
3883,CIA QUIMICA METACRIL,13.837.489/0001-00,CIAS ABERTAS,Cancelado em 26/11/1992
505242,CIA RIO DAS PEDRAS,13.018.957/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
3905,CIA RIOGRANDENSE DE ADUBOS,92.691.120/0001-09,CIAS ABERTAS,Cancelado em 19/12/1990
16748,CIA RIOGRANDENSE DE SANEAMENTO,92.802.784/0001-90,CIAS ABERTAS,Concedido em 19/12/1997
3913,CIA RIOGRANDENSE TELECOMUNICAÇÕES,92.794.486/0001-03,CIAS ABERTAS,Cancelado em 28/12/2000
3930,CIA SALINAS PERYNAS,33.035.759/0001-69,CIAS ABERTAS,Cancelado em 16/07/1986
14443,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,43.776.517/0001-80,CIAS ABERTAS,Concedido em 27/06/1994
3948,CIA SANTISTA DE PAPEL,61.360.434/0001-97,CIAS ABERTAS,Cancelado em 22/03/2001
504998,CIA SAO FRANCISCO DO SALGADOR,12.556.957/0001-06,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
3115,CIA SEGUROS ALIANCA BAHIA,15.144.017/0001-90,CIAS ABERTAS,Concedido em 20/07/1977
3123,CIA SEGUROS AMER SUL YASUDA,60.405.925/0001-44,CIAS ABERTAS,Cancelado em 06/03/1992
3131,CIA SEGUROS BAHIA,15.104.490/0001-43,CIAS ABERTAS,Cancelado em 02/07/1997
3140,CIA SEGUROS MINAS BRASIL,17.197.385/0001-21,CIAS ABERTAS,Cancelado em 14/10/2009
12475,CIA SEGUROS RIO BRANCO,33.432.139/0001-63,CIAS ABERTAS,Cancelado em 16/01/1990
3956,CIA SERVICOS ENGA SERVIENGE,33.158.031/0001-24,CIAS ABERTAS,Cancelado em 08/01/1998
3999,CIA SID ALAGOAS COMESA,12.287.314/0001-04,CIAS ABERTAS,Cancelado em 18/03/1994
4014,CIA SID NORDESTE,10.806.057/0001-36,CIAS ABERTAS,Cancelado em 21/03/1995
4049,CIA SID PAINS,20.141.321/0001-13,CIAS ABERTAS,Cancelado em 30/06/1997
3972,CIA SIDERURGICA AMAZONIA,04.561.023/0001-26,CIAS ABERTAS,Cancelado em 22/09/1999
510238,CIA SIDERURGICA DO PARA - COSIPAR,07.919.053/0001-50,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
4006,CIA SIDERURGICA MOGI CRUZES,61.045.381/0001-10,CIAS ABERTAS,Cancelado em 22/03/2005
4030,CIA SIDERURGICA NACIONAL,33.042.730/0001-04,CIAS ABERTAS,Concedido em 26/02/1943
515906,CIA SIDERURGICA VALE PINDARE,22.016.026/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 15/08/2005
508403,CIA STO ANTONIO DO GUAJU,12.926.101/0001-77,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
503576,CIA SULAMERICANA DE BRINQUEDOS,09.256.116/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
4073,CIA T JANER COM IND,33.000.076/0001-76,CIAS ABERTAS,Cancelado em 09/04/1991
3158,CIA TECIDOS NORTE DE MINAS - COTEMINAS,22.677.520/0001-76,CIAS ABERTAS,Concedido em 11/02/1971
4081,CIA TECIDOS SANTANENSE,21.255.567/0001-89,CIAS ABERTAS,Concedido em 20/12/1984
18422,CIA TECNICA DE ENGENHARIA ELETRIC A,60.830.833/0001-01,CIAS ABERTAS,Cancelado em 15/01/2008
4103,CIA TELEF BORDA DO CAMPO,57.486.177/0001-67,CIAS ABERTAS,Cancelado em 30/11/1999
4090,CIA TELEF MELHOR RESIST,92.195.189/0001-33,CIAS ABERTAS,Cancelado em 28/02/2000
3166,CIA TELEFONES DO RJ CETEL,33.460.809/0001-55,CIAS ABERTAS,Cancelado em 02/01/1990
15830,CIA TERRAS BONSUCESSO,01.447.243/0001-35,CIAS ABERTAS,Cancelado em 13/05/1999
4120,CIA TEXTIL CASTANHAL,05.389.812/0001-94,CIAS ABERTAS,Cancelado em 08/03/1999
511013,CIA TEXTIL PE DA SERRA,09.570.649/0001-12,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
502197,CIA TEXTIL PIRAPORA,21.842.729/0001-85,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 04/06/2003
4154,CIA THERMAS RIO QUENTE,01.540.533/0001-29,CIAS ABERTAS,Cancelado em 14/07/2004
504696,CIA TRANSAMERICA DE H NORDESTE,13.432.810/0001-69,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/12/1989
510254,CIA TROPICAL DE HOT DA AM,04.382.818/0001-77,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
510505,CIA TROPICAL DE HOTEIS SA,15.147.499/0001-31,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
511579,CIA TROPICAL HOTEL TAMBAU,08.664.088/0001-58,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 15/07/1991
4162,CIA UNIAO SEGUROS GERAIS,92.682.038/0001-00,CIAS ABERTAS,Cancelado em 09/11/1998
501450,CIA VALE DA CAICARA,08.520.512/0001-90,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
501565,CIA VALE DO BURITI,05.498.027/0001-70,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
517747,CIA VALE DO ITAPECURU-CONVALE,06.132.807/0001-64,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 06/12/1999
507253,CIA VALE DO MOJUZINHO,14.082.754/0001-42,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
510041,CIA VALE DO PRATUDINHO,24.146.482/0001-50,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
503398,CIA VALE DO RIO DOURADO,06.767.693/0001-29,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/03/1998
505609,CIA VALE DO RIO GRANDE,10.468.296/0001-23,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520160,CIA VALE DO RIO GRANDE,10.468.296/0001-23,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 15/10/2015
519677,CIA VERAS DE HOTEIS E TURISMO,13.354.980/0001-72,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 06/11/2013
504378,CIA VEREDAS DO RIO PRETO,08.805.517/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
4197,CIA VINICOLA RIO GRANDENSE,92.690.643/0001-22,CIAS ABERTAS,Cancelado em 29/11/1993
4200,CIA WETZEL INDL,84.684.950/0001-72,CIAS ABERTAS,Cancelado em 09/08/2005
2860,CIA. BRAS PETRÓLEO IPIRANGA,33.069.766/0001-81,CIAS ABERTAS,Cancelado em 17/07/2008
2984,CIA. DE CIMENTOS DO BRASIL,10.919.934/0001-85,CIAS ABERTAS,Cancelado em 07/04/2004
18627,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,76.484.013/0001-45,CIAS ABERTAS,Concedido em 10/03/2000
16616,CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO,33.938.119/0001-69,CIAS ABERTAS,Concedido em 17/11/1997
3336,CIA. IGUAÇU DE CAFÉ SOLÚVEL,76.255.926/0001-90,CIAS ABERTAS,Cancelado em 09/10/2014
511170,CIAGRA CIA AGROPAST ARUANÃ,03.143.955/0001-96,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 31/05/2005
512125,CIAGRO CIA INDL DE RORAIMA,04.651.154/0001-02,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
515949,CIANE CIA DE PROD QUIM DO NE,09.114.851/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 31/12/2002
501107,CIAPESC-CIA AMAZONICA DE PESCA,04.933.446/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
518719,CIASA-CAJU INDL ALAGOAS S.A.,12.298.949/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/03/2008
515400,CIBASA CITRUS BARRA SECA S. A.,39.320.304/0001-71,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 07/03/2008
18287,CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO,02.105.040/0001-23,CIAS ABERTAS,Concedido em 31/05/1999
503568,CIC SA,07.790.264/0001-35,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
3417,CICA SA,50.930.098/0001-54,CIAS ABERTAS,Cancelado em 27/01/1994
13234,CICADE CURTUME SA,91.623.892/0001-32,CIAS ABERTAS,Cancelado em 09/01/2007
7021,CICANORTE IND DE CONS ALIM SA,10.790.616/0001-67,CIAS ABERTAS,Cancelado em 22/05/2006
506494,CICRIA CIA CRIADORA AM,04.203.402/0001-44,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
508942,CID - CIA INDUSTRIAL DE DOCES,10.343.705/0001-65,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
517208,CIDADE HOTEL E TURISMO LTDA,30.677.637/0001-88,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 13/10/2004
15571,CIDADELA TRUST RECEBIVEIS SA,01.102.817/0001-33,CIAS ABERTAS,Cancelado em 18/03/2008
21733,CIELO S.A.,01.027.058/0001-91,CIAS ABERTAS,Concedido em 25/06/2009
506818,CIFITEX-CIA INDL FIOS TEXTEIS,12.134.896/0001-80,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
502219,CIGLA - CIA. INDUSTRIAL GALLETTI DE LAMINADOS,07.368.277/0001-10,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 25/03/2011
504890,CIGRA CIA VALE GRAJAU PAST IND,06.882.260/0001-14,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/08/2000
4235,CIMBA SA INDUSTRIA E COMERCIO,15.115.520/0001-17,CIAS ABERTAS,Cancelado em 09/08/2005
516465,CIMEF METALURGIA SA,27.190.966/0001-95,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 07/01/2010
4243,CIMENTO ARATU SA,15.847.775/0001-74,CIAS ABERTAS,Cancelado em 08/12/1995
4251,CIMENTO CAUE SA,17.283.599/0001-10,CIAS ABERTAS,Cancelado em 26/09/1994
4260,CIMENTO ITAU DE CORUMBA SA,03.372.786/0001-66,CIAS ABERTAS,Cancelado em 11/03/1988
13609,CIMENTO MAUA SA,33.815.580/0001-24,CIAS ABERTAS,Cancelado em 23/12/1997
4278,CIMENTO PORTLAND M GROSSO SA,03.478.054/0001-55,CIAS ABERTAS,Cancelado em 14/06/1995
501735,CIMENTO POTY DA PB SA,08.567.539/0001-39,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/06/2006
4286,CIMENTO SANTA RITA SA,49.870.397/0001-61,CIAS ABERTAS,Cancelado em 24/07/1990
4294,CIMENTO TOCANTINS SA,00.065.557/0001-00,CIAS ABERTAS,Cancelado em 23/04/1993
4308,CIMENTO TUPI SA,33.039.223/0001-11,CIAS ABERTAS,Cancelado em 28/11/1990
22829,CIMENTO TUPI SA,33.039.223/0001-11,CIAS ABERTAS,Cancelado em 22/08/2017
4324,CIMETAL SIDERURGIA SA - EM LIQUIDAÇÃO,17.379.827/0001-50,CIAS ABERTAS,Cancelado em 12/04/2005
11908,CIMINAS  CIMENTO NAC MINAS SA,60.869.336/0001-17,CIAS ABERTAS,Cancelado em 18/11/1992
6513,CIMOB PARTICIPAÇÕES SA,34.177.279/0001-03,CIAS ABERTAS,Cancelado em 09/07/2012
14818,CIMS SA,00.272.185/0001-93,CIAS ABERTAS,Concedido em 14/03/1995
509345,CINAP COM IND NOR ART PAPEL SA,11.027.133/0001-78,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
508675,CINDERELA AGROPEC SA,14.126.270/0001-58,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/07/2004
23965,CINESYSTEM S.A.,07.437.016/0001-05,CIAS ABERTAS,Concedido em 20/07/2016
4332,CIPA CIA INDL PRODS ALIM,07.126.899/0001-32,CIAS ABERTAS,Cancelado em 19/07/1991
515329,CIPAC - CIA PARA DE ART DE CON,04.704.557/0001-64,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
13900,CIPLA SA,82.166.711/0001-03,CIAS ABERTAS,Cancelado em 04/01/2010
512443,CIPO AGROPECUARIA SA CAPESA,08.665.978/0001-84,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
516295,CIPRASA - CIPRANDI MADEIRA SA,22.975.205/0001-25,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
4340,CIQUINE CIA INDS QUIMS DO NE,15.106.693/0001-79,CIAS ABERTAS,Cancelado em 20/06/1990
7056,CIRCULO S/A,84.043.009/0001-70,CIAS ABERTAS,Cancelado em 26/05/2004
509760,CIRNE CIA INDL DO RN,08.219.396/0001-74,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
512249,CISA CIA DE SERVICOS AGRICOLAS,03.788.718/0001-82,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/06/1995
505870,CISA CONFECCS INDS SA,12.983.995/0001-37,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511242,CIT - CIA INDL TECNICA,06.063.390/0001-25,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
508225,CITAG CIA TOCANTINS AGROINDL,04.871.372/0001-44,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
16721,CITI CP MERCANTIL SA,31.918.584/0001-02,CIAS ABERTAS,Cancelado em 29/10/2002
4383,CITIBANK LEASING S.A. - ARREND.MERCANTIL,34.112.128/0001-69,CIAS ABERTAS,Cancelado em 19/05/2004
21270,CITIBANK LEASING S.A. - ARREND.MERCANTIL,34.112.128/0001-69,CIAS ABERTAS,Cancelado em 30/03/2010
4391,CITROBRASIL SA,60.867.843/0001-11,CIAS ABERTAS,Cancelado em 23/02/1988
18490,CLARION S/A AGROINDUSTRIAL,24.956.666/0001-86,CIAS ABERTAS,Cancelado em 18/12/2014
513806,CLARION S/A AGROINDUSTRIAL,24.956.666/0001-86,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 26/11/1999
23531,CLARO TELECOM PARTICIPAÇÕES S.A.,07.043.628/0001-13,CIAS ABERTAS,Concedido em 05/12/2014
4413,CLIMAX INDUSTRIA E COMERCIO SA,60.882.610/0001-98,CIAS ABERTAS,Cancelado em 29/12/1992
18449,CLINICA MÉDICA VITA S.A,03.016.682/0001-19,CIAS ABERTAS,Cancelado em 20/10/2006
14982,CLUBEPAR SA,00.484.920/0001-22,CIAS ABERTAS,Cancelado em 31/10/2003
13323,CMA PARTICIPAÇÕES SA,31.959.356/0001-80,CIAS ABERTAS,Cancelado em 17/05/2005
12890,CMP CIA DE MINERACAO E PART,29.116.951/0001-02,CIAS ABERTAS,Cancelado em 04/08/1992
12882,CNV CIA NACIONAL DO VESTUARIO,06.571.822/0001-09,CIAS ABERTAS,Cancelado em 14/02/2007
19089,COARI PARTICIPAÇÕES SA,04.030.087/0001-09,CIAS ABERTAS,Cancelado em 27/02/2012
513105,COASA - CORINGA AGROPEC SA,09.276.445/0001-73,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520233,COASA - CORINGA AGROPEC SA,09.276.445/0001-73,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/02/2016
4430,COBRASFER SA,61.576.385/0001-24,CIAS ABERTAS,Cancelado em 20/12/2005
4448,COBRASMA SA,61.080.313/0001-91,CIAS ABERTAS,Concedido em 12/12/1979
15237,CODUNAS SA,00.826.535/0001-16,CIAS ABERTAS,Cancelado em 01/09/2006
4464,COEMP COMERCIO E EMPREEND SA,17.174.418/0001-18,CIAS ABERTAS,Cancelado em 14/12/1993
4472,COEST CONSTRUTORA SA,61.104.717/0001-78,CIAS ABERTAS,Cancelado em 04/01/2010
4480,COFAP CIA FABRICADORA PECAS,57.500.001/0001-12,CIAS ABERTAS,Cancelado em 19/04/2002
509310,COIMEX AGRI SA,30.958.516/0001-04,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 08/08/1997
516201,COIMEX ARMAZENS GERAIS SA,31.769.763/0001-25,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
7552,COINVEST CIA. DE INV. INTERLAGOS,61.460.762/0001-65,CIAS ABERTAS,Cancelado em 27/11/2003
4499,COIRG CIA INDUSTRIAL RIOGRANDENSE NORTE,08.331.753/0001-91,CIAS ABERTAS,Cancelado em 21/09/2004
516031,COLAT - COCANE LATICINIOS S/A,24.345.399/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
12459,COLDEX FRIGOR SA,61.189.601/0001-89,CIAS ABERTAS,Cancelado em 01/11/2001
505501,COLLIER AGROPEC SA,11.173.812/0001-55,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
4502,COLMEIA SA IND.PAULISTA RAD.,61.565.552/0001-31,CIAS ABERTAS,Cancelado em 03/03/1994
517038,COLORADO COUROS SA,40.802.829/0001-22,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520829,COLORADO COUROS SA,40.802.829/0001-22,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 05/10/2018
13510,COLUMBIA PARTICIPACOES SA,47.309.463/0001-01,CIAS ABERTAS,Cancelado em 10/11/1992
514101,COM E IND DE MATERIAL CERAMICO,05.549.936/0001-90,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519383,COMAG CIA DE ALIMENTOS GERAIS,06.610.786/0001-45,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 08/10/2012
514071,COMASA COMPON DE MADEIRA SA,22.965.966/0001-04,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
508462,COMASA FLORESTAL E INDL SA,06.013.544/0001-74,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
513938,COMAVEL MOTOMECANIZACAO SA,34.667.527/0001-96,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
514039,COMBRAC CIA BRAS DE CONSTRUCAO,12.127.429/0001-23,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
4375,COMERCIAL IMPORTADORA SA,17.177.973/0001-01,CIAS ABERTAS,Cancelado em 20/12/2005
15652,COMERCIAL QUINTELLA COM EXP SA EM LIQUIDAÇÃO,00.994.533/0001-36,CIAS ABERTAS,Concedido em 18/07/1996
4545,COMERCIO E INDUSTRIA INDUCO SA,33.078.262/0001-28,CIAS ABERTAS,Cancelado em 20/12/2005
504068,COMETA AGROINDUSTRIAL S/A,08.266.363/0001-85,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 07/04/2010
4570,COMIND BANCO INVESTIMENTO SA,60.394.939/0001-00,CIAS ABERTAS,Cancelado em 13/03/1992
12173,COMIND LEASING SA ARR MERC,47.184.932/0001-03,CIAS ABERTAS,Cancelado em 12/01/1993
1058,COMIND PARTICIPACOES SA,61.364.022/0001-25,CIAS ABERTAS,Cancelado em 21/03/2006
4553,COMIND SA,61.364.345/0001-19,CIAS ABERTAS,Cancelado em 21/01/1993
4561,COMIND SA SERV TEC PROC DADOS,61.181.251/0001-04,CIAS ABERTAS,Cancelado em 18/03/1992
4634,COMMANDER SA,62.297.502/0001-83,CIAS ABERTAS,Cancelado em 09/07/1991
2720,COMPANHIA  AMAZÔNIA TÊXTIL DE  ANIAGEM,04.896.759/0001-55,CIAS ABERTAS,Cancelado em 16/04/2001
2763,COMPANHIA  ELDORADO DE HOTEIS,62.791.116/0001-43,CIAS ABERTAS,Cancelado em 19/07/2007
3654,COMPANHIA  MELHORAMENTOS DE SÃO PAULO,60.730.348/0001-66,CIAS ABERTAS,Concedido em 20/07/1977
14117,COMPANHIA  SIDERÚRGICA  DE  TUBARÃO,27.251.974/0001-02,CIAS ABERTAS,Cancelado em 06/03/2006
514357,COMPANHIA AGRICOLA BARRA DO BÉ,12.935.755/0001-67,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 23/06/2009
509477,COMPANHIA AGRÍCOLA DO PIAUÍ,08.264.228/0001-09,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/12/2012
504556,COMPANHIA AGRÍCOLA E PECUÁRIA UIRAPURU,05.410.469/0001-12,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520454,COMPANHIA AGRÍCOLA E PECUÁRIA UIRAPURU,05.410.469/0001-12,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 29/07/2016
509302,COMPANHIA AGRO INDUSTRIAL TAPAJÓS,05.000.609/0001-84,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/02/2010
500330,COMPANHIA AGRO PECUARIA BARRO VERMELHO,15.640.923/0001-85,CIAS INCENTIVADAS REGISTRADAS,Concedido em 28/08/1989
519308,COMPANHIA AGROPASTORIL DO RIO TIRAXIMIM,04.567.012/0001-53,CIAS INCENTIVADAS REGISTRADAS,Concedido em 14/09/2012
502480,COMPANHIA AGROPECUARIA DO ARAME,08.982.878/0001-81,CIAS INCENTIVADAS REGISTRADAS,Concedido em 24/10/1989
503207,COMPANHIA ALVORADA EMPREENDIMENTOS AGRÍCOLAS,06.633.671/0001-76,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/06/2017
22870,COMPANHIA AURIFERA BRASILEIRA SA,12.078.880/0001-06,CIAS ABERTAS,Cancelado em 27/08/2018
2755,COMPANHIA BRASILEIRA DE BEBIDAS ( Atual demominação  social da Cia Antarctica Paulista IBBC),60.522.000/0001-83,CIAS ABERTAS,Cancelado em 18/01/2000
13315,COMPANHIA BRASILEIRA DE CARTUCHOS - CBC,57.494.031/0001-63,CIAS ABERTAS,Cancelado em 14/11/2007
14826,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47.508.411/0001-56,CIAS ABERTAS,Concedido em 04/04/1995
23949,COMPANHIA CARIOCA DE SECURITIZAÇÃO,22.983.283/0001-71,CIAS ABERTAS,Concedido em 27/06/2016
21393,COMPANHIA CELG DE PARTICIPAÇÕES,08.560.444/0001-93,CIAS ABERTAS,Concedido em 14/03/2008
2933,COMPANHIA CIMENTO PORTLAND ITAU,24.030.025/0001-04,CIAS ABERTAS,Cancelado em 21/05/2004
18546,COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ,07.040.108/0001-57,CIAS ABERTAS,Concedido em 19/01/2000
516040,COMPANHIA DE ARMAZENS CERRADO DO BRASIL,39.350.970/0001-52,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 09/04/2015
18112,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,02.808.708/0001-07,CIAS ABERTAS,Cancelado em 12/12/2013
22993,COMPANHIA DE CRÉDITO FINANCIAMENTO E INVESTIMENTO RCI BRASIL,61.784.278/0001-91,CIAS ABERTAS,Cancelado em 29/01/2016
14125,COMPANHIA DE EMBALAGENS METÁLICAS - MMSA,47.189.014/0001-69,CIAS ABERTAS,Cancelado em 20/02/2006
3077,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,17.245.234/0001-00,CIAS ABERTAS,Concedido em 11/08/1969
514217,COMPANHIA DE FIAÇÃO E TECIDOS SANTO ANTONIO,25.582.727/0001-55,CIAS INCENTIVADAS REGISTRADAS,Concedido em 28/08/1992
15636,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,61.856.571/0001-17,CIAS ABERTAS,Concedido em 03/07/1996
15415,COMPANHIA DE INVESTIMENTOS PARTICIPAR,01.028.049/0001-15,CIAS ABERTAS,Cancelado em 20/08/2001
22691,COMPANHIA DE LOCAÇÃO DAS AMERICAS,10.215.988/0001-60,CIAS ABERTAS,Concedido em 30/12/2011
16454,COMPANHIA DE PARTICIPAÇÕES ALPHA,01.996.119/0001-29,CIAS ABERTAS,Cancelado em 27/11/2008
19445,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,17.281.106/0001-03,CIAS ABERTAS,Concedido em 17/09/2003
23809,COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS,25.089.509/0001-83,CIAS ABERTAS,Concedido em 21/12/2015
14451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,00.070.698/0001-11,CIAS ABERTAS,Concedido em 04/07/1994
16608,COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR,06.272.793/0001-84,CIAS ABERTAS,Concedido em 13/11/1997
24422,COMPANHIA ENERGÉTICA JAGUARA,28.925.264/0001-75,CIAS ABERTAS,Concedido em 27/04/2018
24430,COMPANHIA ENERGÉTICA MIRANDA,28.942.127/0001-49,CIAS ABERTAS,Concedido em 27/04/2018
24155,COMPANHIA ENERGÉTICA SINOP S.A.,19.527.586/0001-75,CIAS ABERTAS,Concedido em 22/06/2017
